Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value
304,Greenland,2005,Rural population (percent growth rate per annum),,,-1.1
304,Greenland,2010,Urban population (percent),,,84.4
304,Greenland,2010,Urban population (percent growth rate per annum),,,0.3
304,Greenland,2010,Rural population (percent growth rate per annum),,,-2
304,Greenland,2015,Urban population (percent),,,86.1
304,Greenland,2015,Urban population (percent growth rate per annum),,,0.3
304,Greenland,2015,Rural population (percent growth rate per annum),,,-2.4
304,Greenland,2018,Urban population (percent),,,86.8
304,Greenland,2018,Capital city population (thousands),Nuuk,,18
308,Grenada,2005,Urban population (percent),,,35.9
308,Grenada,2005,Urban population (percent growth rate per annum),,,0.4
308,Grenada,2005,Rural population (percent growth rate per annum),,,0.2
308,Grenada,2010,Urban population (percent),,,35.9
308,Grenada,2010,Urban population (percent growth rate per annum),,,0.3
308,Grenada,2010,Rural population (percent growth rate per annum),,,0.3
308,Grenada,2015,Urban population (percent),,,36
308,Grenada,2015,Urban population (percent growth rate per annum),,,0.5
308,Grenada,2015,Rural population (percent growth rate per annum),,,0.4
308,Grenada,2018,Urban population (percent),,,36.3
308,Grenada,2018,Capital city population (thousands),Saint George's,,39
312,Guadeloupe,2005,Urban population (percent),,,98.4
312,Guadeloupe,2005,Urban population (percent growth rate per annum),,,0.7
312,Guadeloupe,2005,Rural population (percent growth rate per annum),,,0.7
312,Guadeloupe,2010,Urban population (percent),,,98.4
312,Guadeloupe,2010,Urban population (percent growth rate per annum),,,0.5
312,Guadeloupe,2010,Rural population (percent growth rate per annum),,,0.4
312,Guadeloupe,2015,Urban population (percent),,,98.4
312,Guadeloupe,2015,Urban population (percent growth rate per annum),,,0
312,Guadeloupe,2015,Rural population (percent growth rate per annum),,,-0.4
312,Guadeloupe,2018,Urban population (percent),,,98.5
312,Guadeloupe,2018,Capital city population (thousands),Basse-Terre,,58
316,Guam,2005,Urban population (percent),,,93.6
316,Guam,2005,Urban population (percent growth rate per annum),,,0.5
316,Guam,2005,Rural population (percent growth rate per annum),,,-1.1
316,Guam,2010,Urban population (percent),,,94.1
316,Guam,2010,Urban population (percent growth rate per annum),,,0.2
316,Guam,2010,Rural population (percent growth rate per annum),,,-1.4
316,Guam,2015,Urban population (percent),,,94.5
316,Guam,2015,Urban population (percent growth rate per annum),,,0.4
316,Guam,2015,Rural population (percent growth rate per annum),,,-1.2
316,Guam,2018,Urban population (percent),,,94.8
316,Guam,2018,Capital city population (thousands),Hagåtña,,147
320,Guatemala,2005,Urban population (percent),,,46.9
320,Guatemala,2005,Urban population (percent growth rate per annum),,,3
320,Guatemala,2005,Rural population (percent growth rate per annum),,,1.8
320,Guatemala,2005,Capital city population (thousands),Guatemala City,,"2,302"
320,Guatemala,2005,Capital city population (as a percentage of total population),Guatemala City,,17.6
320,Guatemala,2005,Capital city population (as a percentage of total urban population),Guatemala City,,37.5
320,Guatemala,2010,Urban population (percent),,,48.4
320,Guatemala,2010,Urban population (percent growth rate per annum),,,2.8
320,Guatemala,2010,Rural population (percent growth rate per annum),,,1.6
320,Guatemala,2010,Capital city population (thousands),Guatemala City,,"2,560"
320,Guatemala,2010,Capital city population (as a percentage of total population),Guatemala City,,17.5
320,Guatemala,2010,Capital city population (as a percentage of total urban population),Guatemala City,,36.2
320,Guatemala,2015,Urban population (percent),,,50
320,Guatemala,2015,Urban population (percent growth rate per annum),,,2.7
320,Guatemala,2015,Rural population (percent growth rate per annum),,,1.5
320,Guatemala,2015,Capital city population (thousands),Guatemala City,,"2,738"
320,Guatemala,2015,Capital city population (as a percentage of total population),Guatemala City,,16.8
320,Guatemala,2015,Capital city population (as a percentage of total urban population),Guatemala City,,33.7
320,Guatemala,2018,Urban population (percent),,,51.1
320,Guatemala,2018,Capital city population (thousands),Guatemala City,,"2,851"
324,Guinea,2005,Urban population (percent),,,32.3
324,Guinea,2005,Urban population (percent growth rate per annum),,,2.8
324,Guinea,2005,Rural population (percent growth rate per annum),,,1.5
324,Guinea,2005,Capital city population (thousands),Conakry,,"1,345"
324,Guinea,2005,Capital city population (as a percentage of total population),Conakry,,13.9
324,Guinea,2005,Capital city population (as a percentage of total urban population),Conakry,,43.1
324,Guinea,2010,Urban population (percent),,,33.7
324,Guinea,2010,Urban population (percent growth rate per annum),,,3
324,Guinea,2010,Rural population (percent growth rate per annum),,,1.8
324,Guinea,2010,Capital city population (thousands),Conakry,,"1,518"
324,Guinea,2010,Capital city population (as a percentage of total population),Conakry,,14.1
324,Guinea,2010,Capital city population (as a percentage of total urban population),Conakry,,41.8
324,Guinea,2015,Urban population (percent),,,35.1
324,Guinea,2015,Urban population (percent growth rate per annum),,,3.1
324,Guinea,2015,Rural population (percent growth rate per annum),,,1.8
324,Guinea,2015,Capital city population (thousands),Conakry,,"1,714"
324,Guinea,2015,Capital city population (as a percentage of total population),Conakry,,14.2
324,Guinea,2015,Capital city population (as a percentage of total urban population),Conakry,,40.3
324,Guinea,2018,Urban population (percent),,,36.1
324,Guinea,2018,Capital city population (thousands),Conakry,,"1,843"
624,Guinea-Bissau,2005,Urban population (percent),,,38.2
624,Guinea-Bissau,2005,Urban population (percent growth rate per annum),,,3.1
624,Guinea-Bissau,2005,Rural population (percent growth rate per annum),,,1.5
624,Guinea-Bissau,2005,Capital city population (thousands),Bissau,,336
624,Guinea-Bissau,2005,Capital city population (as a percentage of total population),Bissau,,24.3
624,Guinea-Bissau,2005,Capital city population (as a percentage of total urban population),Bissau,,63.8
624,Guinea-Bissau,2010,Urban population (percent),,,40.1
624,Guinea-Bissau,2010,Urban population (percent growth rate per annum),,,3.4
624,Guinea-Bissau,2010,Rural population (percent growth rate per annum),,,1.7
624,Guinea-Bissau,2010,Capital city population (thousands),Bissau,,409
624,Guinea-Bissau,2010,Capital city population (as a percentage of total population),Bissau,,26.3
624,Guinea-Bissau,2010,Capital city population (as a percentage of total urban population),Bissau,,65.5
624,Guinea-Bissau,2015,Urban population (percent),,,42.1
624,Guinea-Bissau,2015,Urban population (percent growth rate per annum),,,3.6
624,Guinea-Bissau,2015,Rural population (percent growth rate per annum),,,1.9
624,Guinea-Bissau,2015,Capital city population (thousands),Bissau,,497
624,Guinea-Bissau,2015,Capital city population (as a percentage of total population),Bissau,,28.1
624,Guinea-Bissau,2015,Capital city population (as a percentage of total urban population),Bissau,,66.6
624,Guinea-Bissau,2018,Urban population (percent),,,43.4
624,Guinea-Bissau,2018,Capital city population (thousands),Bissau,,558
328,Guyana,2005,Urban population (percent),,,27.8
328,Guyana,2005,Urban population (percent growth rate per annum),,,-0.7
328,Guyana,2005,Rural population (percent growth rate per annum),,,0.2
328,Guyana,2010,Urban population (percent),,,26.6
328,Guyana,2010,Urban population (percent growth rate per annum),,,-1
328,Guyana,2010,Rural population (percent growth rate per annum),,,0.2
328,Guyana,2015,Urban population (percent),,,26.4
328,Guyana,2015,Urban population (percent growth rate per annum),,,0.4
328,Guyana,2015,Rural population (percent growth rate per annum),,,0.6
328,Guyana,2018,Urban population (percent),,,26.6
328,Guyana,2018,Capital city population (thousands),Georgetown,,110
332,Haiti,2005,Urban population (percent),,,42.6
332,Haiti,2005,Urban population (percent growth rate per annum),,,5.2
332,Haiti,2005,Rural population (percent growth rate per annum),,,-0.7
332,Haiti,2005,Capital city population (thousands),Port-au-Prince,,"2,171"
332,Haiti,2005,Capital city population (as a percentage of total population),Port-au-Prince,,23.4
332,Haiti,2005,Capital city population (as a percentage of total urban population),Port-au-Prince,,55
332,Haiti,2010,Urban population (percent),,,47.5
332,Haiti,2010,Urban population (percent growth rate per annum),,,3.7
332,Haiti,2010,Rural population (percent growth rate per annum),,,-0.2
332,Haiti,2010,Capital city population (thousands),Port-au-Prince,,"2,141"
332,Haiti,2010,Capital city population (as a percentage of total population),Port-au-Prince,,21.4
332,Haiti,2010,Capital city population (as a percentage of total urban population),Port-au-Prince,,45.1
332,Haiti,2015,Urban population (percent),,,52.4
332,Haiti,2015,Urban population (percent growth rate per annum),,,3.3
332,Haiti,2015,Rural population (percent growth rate per annum),,,-0.6
332,Haiti,2015,Capital city population (thousands),Port-au-Prince,,"2,439"
332,Haiti,2015,Capital city population (as a percentage of total population),Port-au-Prince,,22.8
332,Haiti,2015,Capital city population (as a percentage of total urban population),Port-au-Prince,,43.4
332,Haiti,2018,Urban population (percent),,,55.3
332,Haiti,2018,Capital city population (thousands),Port-au-Prince,,"2,637"
336,Holy See,2005,Urban population (percent),,,100
336,Holy See,2005,Urban population (percent growth rate per annum),,,0.3
336,Holy See,2005,Rural population (percent growth rate per annum),,,0
336,Holy See,2010,Urban population (percent),,,100
336,Holy See,2010,Urban population (percent growth rate per annum),,,-0.1
336,Holy See,2010,Rural population (percent growth rate per annum),,,0
336,Holy See,2015,Urban population (percent),,,100
336,Holy See,2015,Urban population (percent growth rate per annum),,,0.2
336,Holy See,2015,Rural population (percent growth rate per annum),,,0
336,Holy See,2018,Urban population (percent),,,100
336,Holy See,2018,Capital city population (thousands),Vatican City,,1
340,Honduras,2005,Urban population (percent),,,48.6
340,Honduras,2005,Urban population (percent growth rate per annum),,,3.8
340,Honduras,2005,Rural population (percent growth rate per annum),,,1.3
340,Honduras,2005,Capital city population (thousands),Tegucigalpa,,882
340,Honduras,2005,Capital city population (as a percentage of total population),Tegucigalpa,,12
340,Honduras,2005,Capital city population (as a percentage of total urban population),Tegucigalpa,,24.6
340,Honduras,2010,Urban population (percent),,,51.9
340,Honduras,2010,Urban population (percent growth rate per annum),,,3.4
340,Honduras,2010,Rural population (percent growth rate per annum),,,0.8
340,Honduras,2010,Capital city population (thousands),Tegucigalpa,,"1,043"
340,Honduras,2010,Capital city population (as a percentage of total population),Tegucigalpa,,12.7
340,Honduras,2010,Capital city population (as a percentage of total urban population),Tegucigalpa,,24.5
340,Honduras,2015,Urban population (percent),,,55.2
340,Honduras,2015,Urban population (percent growth rate per annum),,,3
340,Honduras,2015,Rural population (percent growth rate per annum),,,0.4
340,Honduras,2015,Capital city population (thousands),Tegucigalpa,,"1,233"
340,Honduras,2015,Capital city population (as a percentage of total population),Tegucigalpa,,13.8
340,Honduras,2015,Capital city population (as a percentage of total urban population),Tegucigalpa,,24.9
340,Honduras,2018,Urban population (percent),,,57.1
340,Honduras,2018,Capital city population (thousands),Tegucigalpa,,"1,363"
348,Hungary,2005,Urban population (percent),,,66.4
348,Hungary,2005,Urban population (percent growth rate per annum),,,0.3
348,Hungary,2005,Rural population (percent growth rate per annum),,,-1.3
348,Hungary,2005,Capital city population (thousands),Budapest,,"1,756"
348,Hungary,2005,Capital city population (as a percentage of total population),Budapest,,17.4
